X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,RESPONSE_TIME_MINUTES
402973.693099998,132127.030099999,24003295,2024-01-07 15:46:25+00:00,DAY,OTHERS,BURGLARY,2700 - 2799 BLOCK OF 29TH STREET SE,402973.693088713,132127.030136044,7.0,7B,6.0,606.0,Cluster 35,007603 4,7603.0,Precinct 113,38.8569504301,-76.9657393676,,2024-01-07 14:56:00+00:00,2024-01-07 14:57:00+00:00,606429468,1.0
399009.609999999,133657.940000001,24003599,2024-01-08 05:17:43+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,50 - 99 BLOCK OF Q STREET SW,399009.61,133657.94,6.0,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127,38.8707459706,-77.0114127266,,2024-01-06 06:00:00+00:00,2024-01-06 20:00:00+00:00,606429469,840.0
404997.922899999,134537.338300001,24003955,2024-01-08 22:39:12+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4200 - 4299 BLOCK OF H STREET SE,404997.922882591,134537.338330281,7.0,7E,6.0,605.0,Cluster 33,007707 1,7707.0,Precinct 106,38.8786542948,-76.9424002131,,2024-01-08 20:30:00+00:00,2024-01-08 21:45:00+00:00,606429470,75.0
400384.409999996,135898.920000002,24004039,2024-01-09 01:21:33+00:00,EVENING,OTHERS,ROBBERY,700 - 799 BLOCK OF A STREET NE,400384.41,135898.92,6.0,6C,1.0,108.0,Cluster 26,008200 1,8200.0,Precinct 85,38.8909340635,-76.9955690105,,2024-01-08 23:04:00+00:00,2024-01-09 00:45:00+00:00,606429471,101.0
401972.969999999,136400.030000001,24004139,2024-01-09 05:41:05+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 19TH STREET NE,401972.97,136400.03,7.0,7D,5.0,507.0,Cluster 25,007901 2,7901.0,Precinct 81,38.8954461175,-76.977256673,,2024-01-04 15:00:00+00:00,2024-01-09 05:02:00+00:00,606429472,6602.0
400438.549999997,143382.100000001,24004518,2024-01-10 00:37:02+00:00,EVENING,GUN,ROBBERY,5800 - 5899 BLOCK OF 8TH STREET NE,400438.55,143382.1,4.0,4B,4.0,406.0,Cluster 19,009507 1,9507.0,Precinct 65,38.9583448983,-76.9949401726,,2024-01-09 23:10:00+00:00,2024-01-09 23:12:00+00:00,606429473,2.0
397778.009999998,139146.039999999,24421439,2024-04-23 12:21:06+00:00,DAY,OTHERS,THEFT/OTHER,962 - 999 BLOCK OF FLORIDA AVENUE NW,397778.01,139146.04,1.0,1B,3.0,305.0,Cluster 3,004401 3,4401.0,Precinct 22,38.9201825298,-77.0256227789,,2024-04-17 00:20:00+00:00,2024-04-17 03:20:00+00:00,606429474,180.0
398817.369999997,144311.010000002,24421459,2024-04-24 00:21:53+00:00,EVENING,OTHERS,THEFT/OTHER,6300 - 6399 BLOCK OF 2ND STREET NW,398817.37,144311.01,4.0,4B,4.0,406.0,Cluster 17,001902 2,1902.0,Precinct 59,38.9667120671,-77.0136463489,,2024-04-12 22:05:00+00:00,2024-04-14 20:05:00+00:00,606429475,2760.0
398054.729999997,137976.23,24421548,2024-04-30 11:41:13+00:00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF P STREET NW,398054.73,137976.23,2.0,2G,3.0,307.0,Cluster 7,004901 2,4901.0,Precinct 18,38.9096451469,-77.0224284805,,2024-04-12 01:00:00+00:00,2024-04-26 02:00:00+00:00,606429476,20220.0
397330.170000002,139246.449999999,24421746,2024-05-16 01:42:26+00:00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF BELMONT STREET NW,397330.17,139246.45,1.0,1B,3.0,304.0,Cluster 2,003600 1,3600.0,Precinct 23,38.9210858091,-77.0307874161,,2024-05-09 20:01:00+00:00,2024-05-09 20:06:00+00:00,606429477,5.0
393070.630000003,142276.379999999,24106767,2024-07-12 19:48:04+00:00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3.0,3E,2.0,202.0,Cluster 11,001004 2,1004.0,Precinct 31,38.9483570552,-77.0799373128,,2024-07-12 16:00:00+00:00,2024-07-12 18:43:00+00:00,606429478,163.0
399887.590000004,133994.789999999,24106802,2024-07-12 19:27:49+00:00,EVENING,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF WATER STREET SE,399887.59,133994.79,8.0,8F,1.0,106.0,Cluster 27,007201 4,7201.0,Precinct 131,38.8737810014,-77.001295408,CAPITOL RIVERFRONT,2024-07-12 19:18:00+00:00,2024-07-12 19:28:00+00:00,606429479,10.0
398835.469999999,142645.16,24107245,2024-07-13 15:44:52+00:00,DAY,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF 2ND STREET NW,398835.47,142645.16,4.0,4D,4.0,,Cluster 18,002202 1,2202.0,Precinct 57,38.9517056847,-77.0134346644,,2024-07-13 13:30:00+00:00,2024-07-13 13:40:00+00:00,606429480,10.0
407013.898100004,136378.2837,24107283,2024-07-13 16:15:55+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF 57TH STREET NE,407013.898148462,136378.28370799,7.0,7C,6.0,608.0,Cluster 31,007808 3,7808.0,Precinct 95,38.8952244527,-76.9191478317,,2024-07-13 15:09:00+00:00,2024-07-13 16:15:00+00:00,606429481,66.0
397603.369999997,144181.510000002,24107335,2024-07-13 19:08:04+00:00,EVENING,KNIFE,ROBBERY,6200 - 6299 BLOCK OF GEORGIA AVENUE NW,397603.37,144181.51,4.0,4A,4.0,402.0,Cluster 17,001804 2,1804.0,Precinct 60,38.9655430254,-77.0276542224,,2024-07-13 17:53:00+00:00,2024-07-13 17:54:00+00:00,606429482,1.0
399283.030000001,129409.949999999,24108690,2024-07-16 04:20:42+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,399283.03,129409.95,8.0,8D,4.0,,Cluster 39,009807 1,9807.0,Precinct 124,38.8324785022,-77.0082575523,,2024-07-16 03:53:00+00:00,2024-07-16 04:01:00+00:00,606429483,8.0
403414.25,139592.66,24108817,2024-07-16 13:21:29+00:00,DAY,OTHERS,THEFT F/AUTO,2700 - 2899 BLOCK OF 31ST PLACE NE,403414.25,139592.66,5.0,5C,5.0,503.0,Cluster 24,009000 1,9000.0,Precinct 139,38.9242020028,-76.9606265079,,2024-07-15 22:00:00+00:00,2024-07-16 11:00:00+00:00,606429484,780.0
397068.32,140306.489999998,24109605,2024-07-17 23:59:51+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF PARK ROAD NW,397068.32,140306.49,1.0,1A,3.0,302.0,Cluster 2,002802 1,2802.0,Precinct 39,38.930634149,-77.0338114933,,2024-07-17 17:45:00+00:00,2024-07-17 19:50:00+00:00,606429485,125.0
401977.799999997,139093.02,24110134,2024-07-19 17:23:22+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,2000 - 2299 BLOCK OF LAWRENCE AVENUE NE,401977.8,139093.02,5.0,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72,38.9197054918,-76.9771932398,,2024-07-18 16:36:00+00:00,2024-07-18 19:38:00+00:00,606429486,182.0
399746.969999999,134103.640000001,24110651,2024-07-19 19:07:18+00:00,EVENING,OTHERS,THEFT F/AUTO,3 - 3 BLOCK OF TINGEY SQUARE SE,399746.97,134103.64,8.0,8F,1.0,106.0,Cluster 27,007201 4,7201.0,Precinct 131,38.8747615364,-77.002915947,CAPITOL RIVERFRONT,2024-07-19 04:30:00+00:00,2024-07-19 14:20:00+00:00,606429487,590.0
394895.399999999,140924.899999999,24110828,2024-07-20 01:20:40+00:00,EVENING,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3.0,3C,2.0,203.0,Cluster 15,001304 1,1304.0,Precinct 34,38.9361950358,-77.0588766912,,2024-06-24 22:04:00+00:00,2024-07-20 00:01:00+00:00,606429488,36117.0
398685.979999997,141943.84,24111061,2024-07-20 12:19:24+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 299 BLOCK OF ALLISON STREET NW,398685.98,141943.84,4.0,4D,4.0,407.0,Cluster 19,002202 1,2202.0,Precinct 57,38.9453877891,-77.0151579205,,2024-07-20 02:00:00+00:00,2024-07-20 10:58:00+00:00,606429489,538.0
393070.630000003,142276.379999999,24111348,2024-07-21 20:51:28+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3.0,3E,2.0,202.0,Cluster 11,001004 2,1004.0,Precinct 31,38.9483570552,-77.0799373128,,2024-07-20 18:30:00+00:00,2024-07-20 18:37:00+00:00,606429490,7.0
396919.170000002,138634.539999999,24111762,2024-07-21 16:55:28+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF T STREET NW,396919.17,138634.54,2.0,2B,3.0,301.0,Cluster 6,004300 1,4300.0,Precinct 141,38.9155721785,-77.0355241581,,2024-07-21 16:18:00+00:00,2024-07-21 16:44:00+00:00,606429491,26.0
397867.93,140010.199999999,24111867,2024-07-21 20:49:52+00:00,EVENING,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF COLUMBIA ROAD NW,397867.93,140010.2,1.0,1E,3.0,304.0,Cluster 2,003100 1,3100.0,Precinct 37,38.927967381,-77.0245885546,,2024-07-21 13:20:00+00:00,2024-07-21 13:28:00+00:00,606429492,8.0
405649.2711,134047.867600001,24112062,2024-07-22 03:54:07+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 45TH PLACE SE,405649.271075196,134047.867577827,7.0,7E,6.0,604.0,Cluster 33,007707 1,7707.0,Precinct 106,38.8742410062,-76.9348976166,,2024-07-21 00:30:00+00:00,2024-07-21 22:37:00+00:00,606429493,1327.0
397171.109999999,137408.25,24112355,2024-07-22 18:37:18+00:00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2.0,2C,2.0,207.0,Cluster 8,010100 3,10100.0,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2024-07-22 15:30:00+00:00,2024-07-22 16:00:00+00:00,606429494,30.0
396594.600000001,137321.32,24112432,2024-07-22 21:12:18+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,1700 - 1717 BLOCK OF L STREET NW,396594.6,137321.32,2.0,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17,38.903741046,-77.039260168,GOLDEN TRIANGLE,2024-07-22 19:07:00+00:00,2024-07-22 19:15:00+00:00,606429495,8.0
393866.960000001,143193.890000001,24112862,2024-07-23 19:02:24+00:00,EVENING,OTHERS,THEFT/OTHER,5100 - 5199 BLOCK OF CONNECTICUT AVENUE NW,393866.96,143193.89,3.0,3F,2.0,201.0,Cluster 10,001402 3,1402.0,Precinct 50,38.9566281512,-77.0707590464,,2024-07-19 18:27:00+00:00,2024-07-19 20:45:00+00:00,606429496,138.0
396410.039999999,139492.09,24113714,2024-07-25 04:46:01+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2500 - 2599 BLOCK OF CHAMPLAIN STREET NW,396410.04,139492.09,1.0,1C,3.0,303.0,Cluster 1,003802 2,3802.0,Precinct 35,38.923295336,-77.0413992721,ADAMS MORGAN,2024-07-24 19:00:00+00:00,2024-07-25 04:00:00+00:00,606429497,540.0
400246.539999999,139229.039999999,24114809,2024-07-27 05:19:54+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5.0,5F,5.0,502.0,Cluster 21,009204 2,9204.0,Precinct 74,38.9209329952,-76.9971570051,,2024-07-27 00:30:00+00:00,2024-07-27 02:30:00+00:00,606429498,120.0
398727.979999997,142704.68,24116555,2024-07-30 14:32:17+00:00,DAY,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF GALLATIN STREET NW,398727.98,142704.68,4.0,4D,4.0,403.0,Cluster 18,002102 4,2102.0,Precinct 57,38.9522417079,-77.014674839,,2024-07-28 19:15:00+00:00,2024-07-30 12:30:00+00:00,606429499,2475.0
402808.880000003,132407.5,24116889,2024-07-30 23:31:35+00:00,EVENING,OTHERS,THEFT/OTHER,2700 - 2845 BLOCK OF ALABAMA AVENUE SE,402808.88,132407.5,7.0,7B,6.0,606.0,Cluster 35,007604 3,7604.0,Precinct 113,38.8594775631,-76.9676370731,,2024-07-30 22:45:00+00:00,2024-07-30 23:31:00+00:00,606429500,46.0
400212.850000001,137949.329999998,24117072,2024-07-31 14:55:14+00:00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 5TH STREET NE,400212.85,137949.33,5.0,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76,38.9094049494,-76.9975459006,,2024-07-30 22:40:00+00:00,2024-07-30 23:15:00+00:00,606429501,35.0
399765.600000001,137802.800000001,24117643,2024-08-01 14:15:03+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF FLORIDA AVENUE NE,399765.6,137802.8,5.0,5F,5.0,501.0,Cluster 23,008702 3,8702.0,Precinct 75,38.9080849512,-77.0027025147,NOMA,2024-07-30 01:00:00+00:00,2024-07-31 20:00:00+00:00,606429502,2580.0
404376.656300001,135223.388300002,24117879,2024-08-01 20:34:15+00:00,EVENING,OTHERS,THEFT F/AUTO,3700 - 3899 BLOCK OF D STREET SE,404376.656258014,135223.388282918,7.0,7F,6.0,603.0,Cluster 32,007703 3,7703.0,Precinct 107,38.8848378094,-76.949555782,,2024-08-01 14:00:00+00:00,2024-08-01 16:00:00+00:00,606429503,120.0
403206.049999997,140690.829999998,24117955,2024-08-02 00:46:31+00:00,EVENING,OTHERS,THEFT/OTHER,3112 - 3199 BLOCK OF NEWTON STREET NE,403206.05,140690.83,5.0,5B,5.0,503.0,Cluster 24,011100 2,11100.0,Precinct 69,38.9340954423,-76.9630223623,,2024-08-01 14:46:00+00:00,2024-08-01 20:20:00+00:00,606429504,334.0
397966.719999999,138877.34,24119349,2024-08-04 15:23:28+00:00,DAY,OTHERS,BURGLARY,800 - 899 BLOCK OF V STREET NW,397966.72,138877.34,1.0,1B,3.0,305.0,Cluster 3,003500 3,3500.0,Precinct 37,38.9177624492,-77.0234458823,,2024-08-04 10:09:00+00:00,2024-08-04 10:12:00+00:00,606429505,3.0
405836.969999999,136773.199999999,24119445,2024-08-04 19:49:12+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4800 - 4899 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405836.97,136773.2,7.0,7C,6.0,602.0,Cluster 31,007804 1,7804.0,Precinct 98,38.8987906035,-76.932711419,,2024-08-04 19:04:00+00:00,2024-08-04 19:30:00+00:00,606429506,26.0
398469.82,134448.469999999,24119485,2024-08-04 21:57:00+00:00,EVENING,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469.82,134448.47,6.0,6D,1.0,105.0,Cluster 9,010201 1,10201.0,Precinct 142,38.8778666066,-77.0176347386,SOUTHWEST,2024-08-04 20:27:00+00:00,2024-08-04 21:00:00+00:00,606429507,33.0
396877.43,138856.199999999,24119648,2024-08-05 08:08:52+00:00,MIDNIGHT,KNIFE,THEFT/OTHER,2000 - 2099 BLOCK OF NEW HAMPSHIRE AVENUE NW,396877.43,138856.2,1.0,1B,4.0,,Cluster 6,004300 3,4300.0,Precinct 22,38.9175688178,-77.036006458,,2024-08-05 01:10:00+00:00,2024-08-05 02:47:00+00:00,606429508,97.0
393645.649999999,140765.550000001,24119651,2024-08-05 03:01:58+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3.0,3A,2.0,204.0,Cluster 14,001002 4,1002.0,Precinct 29,38.934751414,-77.0732898841,,2024-08-05 02:03:00+00:00,2024-08-05 02:15:00+00:00,606429509,12.0
393473.229999997,144062.600000001,24119995,2024-08-05 20:20:22+00:00,EVENING,OTHERS,THEFT/OTHER,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,393473.23,144062.6,3.0,3/4G,2.0,201.0,Cluster 10,001401 2,1401.0,Precinct 50,38.9644508729,-77.0753099146,,2024-08-05 18:20:00+00:00,2024-08-05 18:30:00+00:00,606429510,10.0
396029.229999997,137018.530000001,24121065,2024-08-07 19:43:38+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,396029.23,137018.53,2.0,2A,2.0,207.0,Cluster 5,010800 1,10800.0,Precinct 2,38.9010110345,-77.045776453,,2024-08-07 18:31:00+00:00,2024-08-07 19:41:00+00:00,606429511,70.0
398747.163000003,134091.609099999,24121470,2024-08-08 15:29:30+00:00,DAY,OTHERS,THEFT F/AUTO,1200 - 1399 BLOCK OF DELAWARE AVENUE SW,398747.16300479,134091.609113868,6.0,6D,1.0,105.0,Cluster 9,006400 1,6400.0,Precinct 127,38.8746523013,-77.0144378163,,2024-06-12 12:00:00+00:00,2024-06-13 15:23:00+00:00,606429512,1643.0
400930.240000002,136474.23,24121480,2024-08-08 16:04:00+00:00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,1200 - 1299 BLOCK OF E STREET NE,400930.24,136474.23,6.0,6A,1.0,104.0,Cluster 25,008001 2,8001.0,Precinct 81,38.89611626,-76.9892765977,,2024-08-08 14:55:00+00:00,2024-08-08 15:00:00+00:00,606429513,5.0
403953.130000003,132961.98,24121905,2024-08-09 15:57:47+00:00,DAY,OTHERS,THEFT/OTHER,3646 - 3699 BLOCK OF ALABAMA AVENUE SE,403953.13,132961.98,7.0,7B,6.0,607.0,Cluster 34,007604 4,7604.0,Precinct 110,38.8644681514,-76.9544502415,,2024-08-09 12:50:00+00:00,2024-08-09 13:30:00+00:00,606429514,40.0
398413.280000001,137185.23,24122077,2024-08-09 19:52:56+00:00,EVENING,OTHERS,THEFT F/AUTO,444 - 499 BLOCK OF K STREET NW,398413.28,137185.23,6.0,6E,1.0,101.0,Cluster 8,004702 4,4702.0,Precinct 1,38.9025202637,-77.0182926605,MOUNT VERNON TRIANGLE CID,2024-08-08 21:30:00+00:00,2024-08-09 00:00:00+00:00,606429515,150.0
397228.810000002,138511.210000001,24122147,2024-08-09 22:08:23+00:00,EVENING,OTHERS,THEFT/OTHER,1800 - 1823 BLOCK OF 14TH STREET NW,397228.81,138511.21,2.0,2F,3.0,301.0,Cluster 3,004300 4,4300.0,Precinct 141,38.9144622117,-77.0319532915,,2024-08-09 19:57:00+00:00,2024-08-09 22:00:00+00:00,606429516,123.0
396577.939999998,146277.23,24122221,2024-08-09 23:45:48+00:00,EVENING,OTHERS,THEFT/OTHER,7626 - 7799 BLOCK OF 17TH STREET NW,396577.94,146277.23,4.0,4A,4.0,401.0,Cluster 16,001600 4,1600.0,Precinct 62,38.984418354,-77.0394969103,,2024-08-07 18:50:00+00:00,2024-08-07 18:52:00+00:00,606429517,2.0
396569.82,137433.920000002,24122404,2024-08-10 08:45:46+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF DE SALES STREET NW,396569.82,137433.92,2.0,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17,38.90475529,-77.039546414,GOLDEN TRIANGLE,2024-08-10 07:34:00+00:00,2024-08-10 08:01:00+00:00,606429518,27.0
395499.25,139592.960000001,24123026,2024-08-11 16:32:19+00:00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3.0,3C,4.0,,Cluster 15,000501 1,501.0,Precinct 136,38.9241998122,-77.0519031245,,2024-08-11 12:00:00+00:00,2024-08-11 13:00:00+00:00,606429519,60.0
401498.969999999,138734.57,24123088,2024-08-11 20:00:10+00:00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5.0,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76,38.9164774036,-76.9827155922,,2024-08-11 19:20:00+00:00,2024-08-11 20:00:00+00:00,606429520,40.0
401324.039999999,138240.16,24123802,2024-08-13 06:42:08+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1900 - 1937 BLOCK OF CAPITOL AVENUE NE,401324.04,138240.16,5.0,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76,38.9120238736,-76.9847336382,,2024-08-13 03:55:00+00:00,2024-08-13 06:00:00+00:00,606429521,125.0
396171.049999997,137945.800000001,24124153,2024-08-13 21:14:40+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2.0,2B,2.0,208.0,Cluster 6,005502 3,5502.0,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2024-08-13 20:10:00+00:00,2024-08-13 20:22:00+00:00,606429522,12.0
403955.259999998,135871.870000001,24106969,2024-07-13 00:38:51+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3500 - 3531 BLOCK OF AMES STREET NE,403955.26,135871.87,7.0,7F,6.0,603.0,Cluster 32,009603 3,9603.0,Precinct 102,38.8906815738,-76.9544089536,,2024-07-13 00:05:00+00:00,2024-07-13 00:10:00+00:00,606429524,5.0
405583.729999997,137145.59,24107278,2024-07-13 17:04:51+00:00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 47TH STREET NE,405583.73,137145.59,7.0,7C,6.0,602.0,Cluster 31,007809 2,7809.0,Precinct 94,38.90214687,-76.9356277411,,2024-07-12 12:44:00+00:00,2024-07-12 12:47:00+00:00,606429525,3.0
398458.520000003,143118.739999998,24107320,2024-07-13 18:30:36+00:00,DAY,OTHERS,THEFT F/AUTO,5400 - 5439 BLOCK OF 4TH STREET NW,398458.52,143118.74,4.0,4D,4.0,403.0,Cluster 18,002102 6,2102.0,Precinct 56,38.9559712393,-77.0177844331,,2024-07-13 18:06:00+00:00,2024-07-13 18:22:00+00:00,606429526,16.0
397171.109999999,137408.25,24107697,2024-07-14 09:36:51+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2.0,2C,2.0,207.0,Cluster 8,010100 3,10100.0,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2024-07-14 08:03:00+00:00,2024-07-14 08:41:00+00:00,606429527,38.0
397823.780000001,141376.73,24108025,2024-07-15 02:17:36+00:00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4.0,4C,4.0,404.0,Cluster 18,002503 1,2503.0,Precinct 47,38.940277387,-77.0251020575,,2024-07-15 01:00:00+00:00,2024-07-15 01:51:00+00:00,606429528,51.0
397633.43,144615.420000002,24108220,2024-07-15 19:35:11+00:00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4.0,4A,4.0,402.0,Cluster 17,001804 2,1804.0,Precinct 61,38.9694518736,-77.027308864,,2024-07-15 13:45:00+00:00,2024-07-15 13:52:00+00:00,606429529,7.0
400846.609999999,134967.780000001,24109436,2024-07-17 14:36:10+00:00,DAY,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6.0,6B,1.0,106.0,Cluster 26,006900 1,6900.0,Precinct 91,38.8825456773,-76.9902425041,,2024-07-17 13:46:00+00:00,2024-07-17 13:47:00+00:00,606429531,1.0
397162.060000002,140182.43,24109732,2024-07-18 11:55:56+00:00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1.0,1A,3.0,302.0,Cluster 2,002802 1,2802.0,Precinct 39,38.9295168861,-77.0327298633,,2024-07-17 22:18:00+00:00,2024-07-17 23:08:00+00:00,606429532,50.0
400096.829999998,137623.289999999,24109863,2024-07-18 08:44:37+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,500 - 599 BLOCK OF FLORIDA AVENUE NE,400096.83,137623.29,5.0,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76,38.9064678888,-76.9988836239,,2024-07-18 05:11:00+00:00,2024-07-18 07:11:00+00:00,606429533,120.0
398186.380000003,136327.469999999,24110148,2024-07-19 02:28:46+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF D STREET NW,398186.38,136327.47,2.0,2C,1.0,102.0,Cluster 8,005801 1,5801.0,Precinct 143,38.8947928136,-77.0209062352,DOWNTOWN,2024-07-18 18:35:00+00:00,2024-07-18 19:51:00+00:00,606429534,76.0
398208.960000001,137658.190000001,24110262,2024-07-18 23:01:53+00:00,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF EMMANUEL COURT NW,398208.96,137658.19,2.0,2G,3.0,308.0,Cluster 7,004802 2,4802.0,Precinct 18,38.9067804607,-77.0206494174,,2024-07-17 19:00:00+00:00,2024-07-18 12:35:00+00:00,606429535,1055.0
401211.600000001,138483.239999998,24110732,2024-07-20 04:02:56+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5.0,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76,38.9142137824,-76.9860296578,,2024-07-19 21:12:00+00:00,2024-07-19 22:12:00+00:00,606429536,60.0
398758.710000001,145213.059999999,24111361,2024-07-20 22:49:42+00:00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4.0,4B,4.0,401.0,Cluster 17,001702 2,1702.0,Precinct 63,38.9748378665,-77.014324859,,2024-07-20 22:02:00+00:00,2024-07-20 22:46:00+00:00,606429537,44.0
397430.560000002,137442.395500001,24112675,2024-07-23 11:36:58+00:00,DAY,OTHERS,THEFT F/AUTO,MASSACHUSETTS AVENUE NW AND 13TH STREET NW,397430.56002757,137442.39554898,2.0,2F,2.0,209.0,Cluster 8,010100 2,10100.0,Precinct 17,38.9048345782,-77.0296230077,,2024-07-22 23:30:00+00:00,2024-07-23 10:15:00+00:00,606429538,645.0
400846.609999999,134967.780000001,24112752,2024-07-23 16:50:32+00:00,DAY,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6.0,6B,1.0,106.0,Cluster 26,006900 1,6900.0,Precinct 91,38.8825456773,-76.9902425041,,2024-07-23 13:47:00+00:00,2024-07-23 14:49:00+00:00,606429539,62.0
397115.729999997,137836.25,24112794,2024-07-24 20:16:53+00:00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NW,397115.73,137836.25,2.0,2F,2.0,208.0,Cluster 7,005203 2,5203.0,Precinct 16,38.9083815792,-77.0332543288,,2024-07-22 20:00:00+00:00,2024-07-22 23:22:00+00:00,606429540,202.0
